Wall time,Step,Value
1647906945.1095154,73700000,81.39641571044922
1647907171.635346,73900000,81.41383361816406
1647907284.6284459,74000000,81.4184341430664
1647907406.6823814,74100000,81.31574249267578
1647907797.0345316,74400000,81.3609619140625
1647908185.023811,74700000,81.45269775390625
1647908309.120352,74800000,81.4656982421875
1647908680.0823948,75100000,81.46017456054688
1647908806.117044,75200000,81.48058319091797
1647908935.7018769,75300000,81.46263122558594
1647909173.320566,75500000,81.48553466796875
1647909419.0798795,75700000,81.52869415283203
1647910222.049782,500000,12.299924850463867
1647910488.8068945,800000,16.545955657958984
1647910568.5440905,900000,17.815528869628906
1647910806.4736452,1200000,20.40597152709961
1647910891.724462,1300000,21.177230834960938
1647910975.1893592,1400000,21.551109313964844
1647911151.3487864,1600000,22.490041732788086
1647911236.9817088,1700000,22.85663604736328
1647911809.536263,2300000,24.58941650390625
1647912195.04684,2700000,26.1115665435791
1647912281.91,2800000,26.481739044189453
1647912464.7123067,3000000,27.981056213378906
1647912641.9913652,3200000,29.21475601196289
1647912817.491478,3400000,30.66301918029785
1647912911.3513684,3500000,31.03594398498535
1647912995.6375682,3600000,31.93779182434082
1647913084.0674245,3700000,32.51791000366211
1647913172.147836,3800000,33.47772216796875
1647921206.5792568,200000,8.140155792236328
1647921360.9105563,400000,10.671466827392578
1647921492.3179345,600000,13.552597999572754
1647921679.5404255,900000,17.028928756713867
1647921807.3546002,1100000,19.168357849121094
1647921874.2195032,1200000,19.90984535217285
1647921939.6063066,1300000,20.53230094909668
1647922206.4553902,1700000,22.386463165283203
1647922350.7422614,1900000,23.121950149536133
1647922417.297678,2000000,23.363862991333008
1647922556.245727,2200000,23.997648239135742
1647922771.2041872,2500000,24.973207473754883
1647923055.9661899,2900000,26.37409782409668
1647923267.5742605,3200000,28.113540649414062
1647923473.154263,3500000,30.055599212646484
1647923537.6136422,3600000,31.135608673095703
1647923672.6564846,3800000,32.2480354309082
1647923803.4022706,4000000,33.574092864990234
1647923932.4066908,4200000,35.083709716796875
1647924254.6839201,4700000,38.329071044921875
1647924447.4079382,5000000,40.08610916137695
1647924575.8000116,5200000,41.7027473449707
1647924770.3379693,5500000,43.62476348876953
1647925295.5897515,6300000,48.06377410888672
1647925363.31798,6400000,48.41002655029297
1647925562.1816928,6700000,50.519840240478516
1647925827.2777374,7100000,52.903602600097656
1647925964.8446724,7300000,53.91620635986328
1647926028.5393581,7400000,53.895137786865234
1647926300.6685796,7800000,56.096988677978516
1647926434.7963977,8000000,56.73259735107422
1647926504.8851688,8100000,56.49869918823242
1647926709.9461434,8400000,56.924110412597656
1647926844.532806,8600000,57.51373291015625
1647926979.0602837,8800000,58.04226303100586
1647927185.2076948,9100000,58.55824661254883
1647927320.9379697,9300000,59.06582260131836
1647927389.8843884,9400000,59.308292388916016
1647927524.8972743,9600000,59.41230010986328
1647927799.840401,10000000,61.12538146972656
1647928070.6696637,10400000,61.44810485839844
1647928548.3389914,11100000,62.72957992553711
1647928618.4726267,11200000,62.99160385131836
1647928689.2000055,11300000,63.30018615722656
1647928754.9720263,11400000,63.225460052490234
1647928895.4453747,11600000,63.42999267578125
1647928960.7646422,11700000,63.859214782714844
1647929101.1912618,11900000,63.997337341308594
1647929167.0252023,12000000,64.18155670166016
1647929237.0818763,12100000,63.622066497802734
1647929443.8040795,12400000,64.38353729248047
1647929509.2478297,12500000,64.87931823730469
1647929580.3664436,12600000,64.21927642822266
1647929650.542209,12700000,64.36959075927734
1647929787.0807126,12900000,64.07542419433594
1647930203.7080278,13500000,65.14810180664062
1647930269.8097408,13600000,65.35111236572266
1647930476.1930428,13900000,65.4461898803711
1647930958.865473,14600000,66.58648681640625
1647931161.525714,14900000,66.64791107177734
1647931647.0868301,15600000,67.36802673339844
1647931718.0077276,15700000,67.47444152832031
1647931782.7377756,15800000,67.41215515136719
1647931918.5978107,16000000,67.403564453125
1647931988.6848865,16100000,67.68569946289062
1647932058.4609401,16200000,67.42617797851562
1647932265.3920536,16500000,68.2225112915039
1647932331.0808778,16600000,68.22593688964844
1647932467.9423025,16800000,68.34249877929688
1647932611.2802575,17000000,68.33379364013672
1647932676.480164,17100000,68.07030487060547
1647932957.7716255,17500000,68.93802642822266
1647933024.4035444,17600000,68.60984802246094
1647933307.492921,18000000,69.05790710449219
1647933379.002814,18100000,69.16983032226562
1647933445.7074988,18200000,69.1441879272461
1647933518.7000682,18300000,69.3941879272461
1647933727.928497,18600000,69.62446594238281
1647933794.4172199,18700000,69.47750091552734
1647933866.0970314,18800000,69.76268768310547
1647934077.4988751,19100000,69.7709732055664
1647934149.89923,19200000,70.02104949951172
1647934716.0648324,20000000,70.21786499023438
1647934997.9064565,20400000,70.62606811523438
1647935138.4041593,20600000,70.83625030517578
1647935283.6655004,20800000,70.97756958007812
1647935351.7108295,20900000,71.051513671875
1647935565.5127625,21200000,71.23255157470703
1647935638.7213771,21300000,71.30716705322266
1647935779.4762225,21500000,71.52188110351562
1647935851.7812488,21600000,71.26473236083984
1647935920.354547,21700000,71.43899536132812
1647935992.5244935,21800000,71.496826171875
1647936206.5535307,22100000,71.50833892822266
1647936773.9369917,22900000,72.35643768310547
1647936915.0844467,23100000,72.35112762451172
1647937056.6155653,23300000,72.64381408691406
1647937204.2807937,23500000,72.71592712402344
1647937272.4035106,23600000,72.7866439819336
1647937486.5290813,23900000,72.54180145263672
1647937627.2420347,24100000,72.91450500488281
1647937699.7762954,24200000,72.85013580322266
1647937773.167554,24300000,73.08865356445312
1647938127.4284165,24800000,73.24971008300781
1647938624.6455243,25500000,73.48294830322266
1647938697.5324464,25600000,73.5877914428711
1647938911.9300652,25900000,73.78160858154297
1647939054.6969721,26100000,73.58377075195312
1647939486.229681,26700000,73.84550476074219
1647939555.1632476,26800000,73.85474395751953
1647939702.6303873,27000000,74.15846252441406
1647939844.8049197,27200000,74.0774154663086
1647940129.2095902,27600000,74.3329086303711
1647940418.2660859,28000000,74.70101165771484
1647940559.6190689,28200000,74.51605224609375
1647940919.8935604,28700000,74.764404296875
1647940994.4141624,28800000,74.64048767089844
1647941062.920184,28900000,74.99526977539062
1647941570.899857,29600000,75.23961639404297
1647941639.7518895,29700000,75.2342300415039
1647942074.8569448,30300000,75.4214096069336
1647942217.3963397,30500000,75.32489013671875
1647942365.622332,30700000,75.48033905029297
1647942434.056763,30800000,75.6827621459961
1647942507.828747,30900000,75.17640686035156
1647943157.2923894,31800000,75.90679931640625
1647943299.6939447,32000000,75.93880462646484
1647943515.204011,32300000,76.0633316040039
1647943798.400115,32700000,76.22301483154297
1647943940.8523936,32900000,76.40662384033203
1647944014.7200289,33000000,76.40618896484375
1647944305.660903,33400000,76.38713836669922
1647944375.7065642,33500000,76.3405990600586
1647944518.9859498,33700000,76.54145050048828
1647944593.2401552,33800000,76.6451416015625
1647944666.896536,33900000,76.5799789428711
1647944883.401631,34200000,76.78868103027344
1647944954.647612,34300000,76.7532958984375
1648046977.5892491,35300000,77.09898376464844
1648047186.2132516,35500000,77.01329803466797
1648047285.4082372,35600000,76.99939727783203
1648047593.5739048,35900000,77.1954345703125
1648047697.9293523,36000000,77.27577209472656
1648047803.7747967,36100000,77.2239761352539
1648048102.7516243,36400000,77.31492614746094
1648048205.5323095,36500000,77.32923889160156
1648048287.0933692,36600000,77.25751495361328
1648049412.0839148,38100000,77.69880676269531
1648049637.9882708,38400000,77.7029800415039
1648049787.3453693,38600000,77.65359497070312
1648049862.7582211,38700000,77.6767349243164
1648050011.2385294,38900000,77.76435852050781
1648050087.0119941,39000000,77.88532257080078
1648050300.198101,39300000,77.8584976196289
1648050520.3234925,39600000,77.76333618164062
1648050593.3577688,39700000,77.9342041015625
1648050667.2856376,39800000,78.03939819335938
1648050735.4793234,39900000,77.97376251220703
1648050877.2141275,40100000,78.00286102294922
1648051023.708405,40300000,78.11831665039062
1648051164.5405662,40500000,78.0783462524414
1648051305.4609776,40700000,78.24300384521484
1648051377.991043,40800000,78.1666488647461
1648051519.1567347,41000000,78.20111846923828
1648051659.7955096,41200000,78.3228988647461
1648051805.4148598,41400000,78.29459381103516
1648051873.1358764,41500000,78.42366790771484
1648051946.0492299,41600000,78.25988006591797
1648052018.7499044,41700000,78.31033325195312
1648052086.5543435,41800000,78.48207092285156
1648052795.1347988,42800000,78.67887115478516
1648053084.2564566,43200000,78.68104553222656
1648053370.496437,43600000,78.69033813476562
1648053446.9850013,43700000,78.70994567871094
1648053527.154737,43800000,78.71214294433594
1648053674.4416163,44000000,78.74834442138672
1648053898.2619467,44300000,78.8590087890625
1648054116.3355136,44600000,78.90814971923828
1648054259.4466498,44800000,78.95659637451172
1648054478.4983265,45100000,79.06836700439453
1648054627.7380323,45300000,79.03569793701172
1648054929.8654273,45700000,79.0538101196289
1648055082.9870455,45900000,79.08572387695312
1648055228.3209128,46100000,79.12611389160156
1648055299.2256978,46200000,79.17772674560547
1648055524.3462634,46500000,79.128173828125
1648055607.3087723,46600000,79.21389770507812
1648055685.00137,46700000,79.180419921875
1648055758.5785973,46800000,79.33274841308594
1648055920.1386638,47000000,79.3087387084961
1648056301.4257033,47500000,79.10651397705078
1648056535.6717901,47800000,79.34078216552734
1648056923.0752773,48300000,79.4525146484375
1648057072.3817708,48500000,79.57996368408203
1648378155.3503168,400000,7.418379306793213
1648378290.8340597,600000,10.239300727844238
1648378556.1363122,1000000,13.465560913085938
1648378620.4527028,1100000,14.042377471923828
1648378688.6130953,1200000,14.310250282287598
1648378757.064782,1300000,14.638628959655762
1648378892.3326204,1500000,15.302520751953125
1648379097.1475656,1800000,16.123462677001953
1648379163.89248,1900000,16.32662582397461
1648379304.9307363,2100000,16.806730270385742
1648379371.8996205,2200000,16.958913803100586
1648379860.6383457,2900000,18.327905654907227
1648380001.201136,3100000,18.740449905395508
1648380211.373372,3400000,19.15704917907715
1648380279.6911705,3500000,19.24456024169922
1648380491.2531142,3800000,19.627216339111328
1648380563.1010518,3900000,19.790233612060547
1648380918.2513664,4400000,20.130563735961914
1648380991.5596838,4500000,20.240461349487305
1648381061.8020673,4600000,20.33638572692871
1648381278.5682027,4900000,20.601726531982422
1648381426.6537097,5100000,20.81205940246582
1648381497.262755,5200000,20.879880905151367
1648381571.0074604,5300000,21.01350212097168
1648381645.6697912,5400000,21.052820205688477
1648381716.3135388,5500000,21.075517654418945
1648381791.4712784,5600000,21.28702735900879
1648382239.1541002,6200000,21.442705154418945
1648403205.8013453,300000,6.282761573791504
1648403322.3517332,400000,7.286525726318359
1648403435.869974,500000,8.596226692199707
1648403988.9031286,1000000,13.653915405273438
1648404422.1692085,1400000,15.19694995880127
1648404641.7785566,1600000,15.717930793762207
1648404770.9279087,1700000,16.084623336791992
1648405250.4831464,2100000,16.961917877197266
1648405726.6392827,2500000,17.836456298828125
1648406544.0763032,3200000,18.864770889282227
1648406779.8800633,3400000,19.244937896728516
1648407134.6601977,3700000,19.597291946411133
1648407368.6586094,3900000,19.732383728027344
1648407483.4248028,4000000,19.820253372192383
1648407823.9977705,4300000,20.0662784576416
1648407935.94543,4400000,20.101333618164062
1648408187.4198446,4600000,20.273895263671875
1648408314.7732363,4700000,20.369678497314453
1648408680.7395773,5000000,20.550777435302734
1648424954.9796832,300000,6.035017013549805
1648425067.929791,400000,6.931528568267822
1648425175.2098246,500000,8.102404594421387
1648425281.3477771,600000,9.574036598205566
1648425697.432311,1000000,13.561108589172363
1648426005.1133306,1300000,14.945170402526855
1648426422.7237017,1700000,16.20891571044922
1648426529.1873612,1800000,16.44124984741211
1648426633.6971793,1900000,16.786035537719727
1648427060.9784806,2300000,17.891342163085938
1648427164.4489896,2400000,18.09716033935547
1648427271.4179854,2500000,18.417081832885742
1648427482.9130378,2700000,18.89224624633789
1648427697.1092856,2900000,19.320884704589844
1648427908.7564101,3100000,19.6331729888916
1648428121.1524892,3300000,20.053321838378906
1648428765.6497016,3900000,20.94499969482422
1648428981.2961605,4100000,21.285799026489258
1648429529.3352344,4600000,21.990522384643555
1648429642.7044518,4700000,22.116880416870117
1648430681.5976121,5600000,23.475536346435547
1648430793.66196,5700000,23.55997085571289
1648432068.068013,6800000,24.7916202545166
1648432533.7365146,7200000,25.03125
1648432646.2426546,7300000,25.070512771606445
1648432995.4810688,7600000,25.202634811401367
1648433113.8413818,7700000,25.273391723632812
1648433460.5777175,8000000,25.46156120300293
1648433691.94467,8200000,25.508949279785156
1648433808.315957,8300000,25.618053436279297
1648433921.3207762,8400000,25.667808532714844
1648434737.184739,9100000,25.967525482177734
1648434850.2440722,9200000,25.992910385131836
1648434967.628476,9300000,25.99363136291504
1648435084.4132912,9400000,26.083620071411133
1648435432.8116677,9700000,26.156484603881836
1648435664.1308198,9900000,26.240320205688477
1648435778.4274507,10000000,26.245161056518555
1648435898.317267,10100000,26.274709701538086
1648436016.3013604,10200000,26.36149787902832
1648436820.5254433,10900000,26.51551055908203
1648437399.558164,11400000,26.269912719726562
1648437517.793963,11500000,26.151601791381836
1648437862.9834726,11800000,26.425195693969727
1648438670.347174,12500000,26.81071662902832
1648438901.8036766,12700000,26.91913414001465
1648440048.6093884,13700000,28.4456787109375
1648440270.9529922,13900000,29.10463523864746
1648440598.767616,14200000,30.130109786987305
1648440708.034731,14300000,30.583988189697266
1648440922.0717044,14500000,31.160999298095703
1648441025.869189,14600000,31.086305618286133
1648441666.801953,15200000,32.813228607177734
1648441775.4645202,15300000,33.00339126586914
1648442411.8280869,15900000,34.58607482910156
1648442514.1630156,16000000,35.11875534057617
1648443472.1511145,16900000,36.83133316040039
1648443900.19217,17300000,38.117862701416016
1648444123.0741298,17500000,38.6244010925293
1648444556.1414382,17900000,39.810508728027344
1648445217.4141061,18500000,41.94365310668945
1648445546.2043035,18800000,43.18223190307617
1648445766.1543682,19000000,44.43247604370117
1648446098.7764575,19300000,46.342559814453125
1648446319.1651554,19500000,46.0627326965332
1648446430.953906,19600000,47.35698699951172
1648446868.7192206,20000000,49.0418586730957
1648446979.8607686,20100000,49.012176513671875
1648447199.714848,20300000,49.66315460205078
1648447310.01078,20400000,50.25365447998047
1648447530.8992686,20600000,51.21622085571289
1648447864.108367,20900000,51.6927490234375
1648448084.5743055,21100000,52.62236404418945
1648448532.8023484,21500000,53.223506927490234
1648448754.463853,21700000,54.12523651123047
1648448868.384258,21800000,53.39762878417969
1648448976.4838073,21900000,53.67717361450195
1648449202.8328104,22100000,54.90638732910156
1648449425.1063318,22300000,54.580078125
1648449647.2113364,22500000,55.613685607910156
1648449984.3425033,22800000,55.65427780151367
1648450323.0191293,23100000,56.571109771728516
1648450435.7499106,23200000,56.28076934814453
1648450546.7074633,23300000,56.813262939453125
1648450884.8886921,23600000,56.9399299621582
1648451224.2419698,23900000,57.41525650024414
1648451674.0801218,24300000,56.73683166503906
1648452015.7581677,24600000,57.87904357910156
1648452469.6200964,25000000,57.789119720458984
1648452580.1169531,25100000,57.48289108276367
1648452695.3034387,25200000,57.814640045166016
1648453487.4679084,25900000,58.37004852294922
1648453711.7489977,26100000,59.09115982055664
1648453822.917991,26200000,59.5304069519043
1648453936.9153256,26300000,59.29145812988281
1648454275.3473916,26600000,59.047515869140625
1648454389.6168785,26700000,59.18751907348633
1648455065.6932902,27300000,59.735496520996094
1648455181.340753,27400000,59.6391487121582
1648455296.3756127,27500000,59.67280960083008
1648455633.9775333,27800000,59.60567855834961
1648456090.4010077,28200000,59.59697341918945
1648456207.238378,28300000,60.20023727416992
1648456434.1991336,28500000,59.9607048034668
1648456544.6439095,28600000,60.33845520019531
1648456659.8126929,28700000,59.75513458251953
1648456774.9948475,28800000,59.12274169921875
1648456999.2303874,29000000,59.969566345214844
1648457340.0710576,29300000,59.838863372802734
1648457681.2707293,29600000,60.15272521972656
1648458133.1616085,30000000,60.29848861694336
1648458248.0073357,30100000,60.33024978637695
1648458813.9870167,30600000,60.864540100097656
1648459040.1182039,30800000,61.0578727722168
1648459156.331555,30900000,60.6071662902832
1648459267.3552053,31000000,60.90628433227539
1648459724.1266196,31400000,60.43344497680664
1648460064.126198,31700000,61.03302764892578
1648460287.909971,31900000,61.28382110595703
1648460742.7587357,32300000,61.83056640625
1648460851.0796702,32400000,61.63560485839844
1648460966.313939,32500000,61.564453125
1648461081.1197212,32600000,61.54827880859375
1648461306.063687,32800000,61.959903717041016
1648461873.6344683,33300000,62.721168518066406
1648461988.4703052,33400000,62.099185943603516
1648462214.8233714,33600000,61.99148178100586
1648462323.9579918,33700000,61.57202911376953
1648462438.8405643,33800000,62.11500549316406
1648462778.418575,34100000,62.46043395996094
1648463003.7094007,34300000,62.435787200927734
1648463119.3774009,34400000,62.72467803955078
1648463230.091987,34500000,62.12963104248047
1648464138.6201854,35300000,62.4862060546875
1648464253.8423445,35400000,63.3035774230957
1648464595.8453825,35700000,63.155113220214844
1648465617.8642652,36600000,62.97465896606445
1648466293.907036,37200000,63.28409194946289
1648466409.2648797,37300000,63.193782806396484
1648467090.3330953,37900000,64.20439910888672
1648467199.6301937,38000000,63.59637451171875
1648467315.3749425,38100000,63.08894348144531
1648467539.6525724,38300000,63.85020446777344
1648467654.7197988,38400000,63.964019775390625
1648467763.4462292,38500000,64.02391052246094
1648468218.5378509,38900000,64.41474151611328
1648468668.7360058,39300000,64.5533447265625
1648468899.1426098,39500000,64.39972686767578
1648469007.6795657,39600000,65.07752990722656
1648469916.046298,40400000,65.14458465576172
1648470031.620528,40500000,65.08528137207031
1648470373.5015748,40800000,65.06045532226562
1648470733.8858953,41100000,65.70039367675781
1648471282.164793,41500000,64.92536926269531
1648471555.5821257,41700000,65.25955200195312
1648472111.6672473,42100000,65.08832550048828
1648472715.7981794,42600000,65.44613647460938
1648472848.6122673,42700000,65.23606872558594
1648473329.1256943,43100000,65.56005859375
